
Subject: OKS001

Section,Subject,Tissue,Label,Voxels,Vol (cm³),mua (mm^-1),Mean Fluence Rate (mW/cm²),Max Fluence Rate (mW/cm²),Absorbed Power (mW),% of Total Absorbed
Layer,OKS001,femur-bone,1,246947,246.947000,0.0130,3.674601e-01,1.400190e+03,11.796612,27.6551
Layer,OKS001,tibia-bone,2,167120,167.120000,0.0130,1.035689e-02,1.269153e+00,0.225010,0.5275
Layer,OKS001,fibula-bone,3,19357,19.357000,0.0130,5.491185e-06,4.219488e-04,0.000014,0.0000
Layer,OKS001,patella-bone,4,4683,4.683000,0.0130,9.389793e-01,1.532069e+02,0.571641,1.3401
Layer,OKS001,lm-men,5,2878,2.878000,0.0060,1.881730e-01,1.685535e+00,0.032494,0.0762
Layer,OKS001,mm-men,6,3672,3.672000,0.0060,3.829195e-01,4.003939e+00,0.084365,0.1978
Layer,OKS001,fc-cart,7,17610,17.610000,0.0050,1.727586e+00,7.649293e+02,1.521139,3.5660
Layer,OKS001,ltc-cart,8,2862,2.862000,0.0050,4.111183e-02,6.412311e-01,0.005883,0.0138
Layer,OKS001,mtc-cart,9,1916,1.916000,0.0050,2.862146e-01,1.936461e+00,0.027419,0.0643
Layer,OKS001,pat-cart,10,8266,8.266000,0.0050,2.777376e-02,4.792717e-01,0.011479,0.0269
Layer,OKS001,muscle,11,620895,620.895000,0.0180,2.401306e-01,1.099821e+03,26.837265,62.9154
Layer,OKS001,adipose,12,357111,357.111000,0.0057,6.717854e-02,9.883162e+00,1.367441,3.2057
Layer,OKS001,skin,13,128680,128.680000,0.0046,2.061557e-02,2.871283e+00,0.122029,0.2861
Layer,OKS001,synovial,14,34006,34.006000,0.0002,7.844810e-01,7.932964e+02,0.053354,0.1251

Section,Subject,Group,Total Voxels,Total Vol (cm³),Mean Fluence Rate (mW/cm²),Max Fluence Rate (mW/cm²),Absorbed Power (mW),% of Total Absorbed
Group,OKS001,Bone,438107,438.107000,2.211135e-01,1.400190e+03,12.593276,29.5228
Group,OKS001,Cartilage,30654,30.654000,1.021675e+00,7.649293e+02,1.565921,3.6710
Group,OKS001,Meniscus,6550,6.550000,2.973500e-01,4.003939e+00,0.116859,0.2740
Group,OKS001,Synovial,34006,34.006000,7.844810e-01,7.932964e+02,0.053354,0.1251
Group,OKS001,Muscle,620895,620.895000,2.401306e-01,1.099821e+03,26.837265,62.9154
Group,OKS001,Adipose,357111,357.111000,6.717854e-02,9.883162e+00,1.367441,3.2057
Group,OKS001,Skin,128680,128.680000,2.061557e-02,2.871283e+00,0.122029,0.2861
Group,OKS001,TOTAL,1616003,1616.003000,,,42.656139,100.0000

Power,OKS001,Sources: 3,Power per source: 15.9 mW (avg),Total input: 47.8 mW,Total absorbed: 42.6561 mW,Absorption ratio: 89.22%

Section,Subject,Group,Mean Fluence Rate (mW/cm²),Dose @ 300s (J/cm²),Dose @ 600s (J/cm²),Dose @ 900s (J/cm²),Therapeutic Goal: (1-4 J/cm²)

----------------------------------------

Subject: OKS002

Section,Subject,Tissue,Label,Voxels,Vol (cm³),mua (mm^-1),Mean Fluence Rate (mW/cm²),Max Fluence Rate (mW/cm²),Absorbed Power (mW),% of Total Absorbed
Layer,OKS002,femur-bone,1,160519,160.519000,0.0130,6.174268e-01,1.419765e+03,12.884136,30.1943
Layer,OKS002,tibia-bone,2,127409,127.409000,0.0130,2.238887e-01,9.390060e+02,3.708306,8.6905
Layer,OKS002,fibula-bone,3,11458,11.458000,0.0130,2.218906e-03,6.221953e-02,0.003305,0.0077
Layer,OKS002,patella-bone,4,12496,12.496000,0.0130,4.016403e-02,9.626886e-01,0.065246,0.1529
Layer,OKS002,lm-men,5,2798,2.798000,0.0060,1.709462e+00,3.442244e+01,0.286984,0.6726
Layer,OKS002,mm-men,6,2284,2.284000,0.0060,5.676571e-01,3.382506e+00,0.077792,0.1823
Layer,OKS002,fc-cart,7,8407,8.407000,0.0050,2.076527e+00,5.793962e+02,0.872868,2.0456
Layer,OKS002,ltc-cart,8,1320,1.320000,0.0050,2.839150e-01,7.820515e+00,0.018738,0.0439
Layer,OKS002,mtc-cart,9,631,0.631000,0.0050,3.519441e-01,1.808279e+00,0.011104,0.0260
Layer,OKS002,pat-cart,10,5474,5.474000,0.0050,3.078661e-02,2.448285e-01,0.008426,0.0197
Layer,OKS002,muscle,11,479521,479.521000,0.0180,2.704489e-01,1.497422e+03,23.343466,54.7060
Layer,OKS002,adipose,12,284767,284.767000,0.0057,7.458019e-02,1.093242e+01,1.210565,2.8370
Layer,OKS002,skin,13,102463,102.463000,0.0046,2.278231e-02,3.022787e+00,0.107380,0.2516
Layer,OKS002,synovial,14,24746,24.746000,0.0002,1.463426e+00,6.111621e+02,0.072428,0.1697

Section,Subject,Group,Total Voxels,Total Vol (cm³),Mean Fluence Rate (mW/cm²),Max Fluence Rate (mW/cm²),Absorbed Power (mW),% of Total Absorbed
Group,OKS002,Bone,311882,311.882000,4.109294e-01,1.419765e+03,16.660994,39.0455
Group,OKS002,Cartilage,15832,15.832000,1.151006e+00,5.793962e+02,0.911137,2.1353
Group,OKS002,Meniscus,5082,5.082000,1.196301e+00,3.442244e+01,0.364776,0.8549
Group,OKS002,Synovial,24746,24.746000,1.463426e+00,6.111621e+02,0.072428,0.1697
Group,OKS002,Muscle,479521,479.521000,2.704489e-01,1.497422e+03,23.343466,54.7060
Group,OKS002,Adipose,284767,284.767000,7.458019e-02,1.093242e+01,1.210565,2.8370
Group,OKS002,Skin,102463,102.463000,2.278231e-02,3.022787e+00,0.107380,0.2516
Group,OKS002,TOTAL,1224293,1224.293000,,,42.670746,100.0000

Power,OKS002,Sources: 3,Power per source: 15.9 mW (avg),Total input: 47.8 mW,Total absorbed: 42.6707 mW,Absorption ratio: 89.25%

Section,Subject,Group,Mean Fluence Rate (mW/cm²),Dose @ 300s (J/cm²),Dose @ 600s (J/cm²),Dose @ 900s (J/cm²),Therapeutic Goal: (1-4 J/cm²)

----------------------------------------

Subject: OKS003

Section,Subject,Tissue,Label,Voxels,Vol (cm³),mua (mm^-1),Mean Fluence Rate (mW/cm²),Max Fluence Rate (mW/cm²),Absorbed Power (mW),% of Total Absorbed
Layer,OKS003,femur-bone,1,196387,196.387000,0.0130,4.904342e-01,1.416304e+03,12.520937,28.9454
Layer,OKS003,tibia-bone,2,111288,111.288000,0.0130,4.567988e-03,5.439090e-01,0.066087,0.1528
Layer,OKS003,fibula-bone,3,10544,10.544000,0.0130,6.529511e-06,5.899810e-04,0.000009,0.0000
Layer,OKS003,patella-bone,4,20862,20.862000,0.0130,6.710970e-01,1.940129e+02,1.820055,4.2075
Layer,OKS003,lm-men,5,2884,2.884000,0.0060,4.287029e-02,5.032734e-01,0.007418,0.0171
Layer,OKS003,mm-men,6,2626,2.626000,0.0060,1.376763e-01,1.403014e+00,0.021692,0.0501
Layer,OKS003,fc-cart,7,8405,8.405000,0.0050,1.866138e+00,6.202267e+02,0.784245,1.8130
Layer,OKS003,ltc-cart,8,925,0.925000,0.0050,4.657277e-02,3.291005e-01,0.002154,0.0050
Layer,OKS003,mtc-cart,9,604,0.604000,0.0050,1.804679e-01,6.284170e-01,0.005450,0.0126
Layer,OKS003,pat-cart,10,6244,6.244000,0.0050,3.659897e-02,9.261710e-01,0.011426,0.0264
Layer,OKS003,muscle,11,500769,500.769000,0.0180,2.959756e-01,1.117225e+03,26.678776,61.6750
Layer,OKS003,adipose,12,288741,288.741000,0.0057,7.178201e-02,7.177818e+00,1.181405,2.7311
Layer,OKS003,skin,13,104223,104.223000,0.0046,2.208399e-02,1.758573e+00,0.105876,0.2448
Layer,OKS003,synovial,14,28636,28.636000,0.0002,8.993064e-01,6.543517e+02,0.051505,0.1191

Section,Subject,Group,Total Voxels,Total Vol (cm³),Mean Fluence Rate (mW/cm²),Max Fluence Rate (mW/cm²),Absorbed Power (mW),% of Total Absorbed
Group,OKS003,Bone,339081,339.081000,3.268357e-01,1.416304e+03,14.407087,33.3058
Group,OKS003,Cartilage,16178,16.178000,9.930459e-01,6.202267e+02,0.803275,1.8570
Group,OKS003,Meniscus,5510,5.510000,8.805369e-02,1.403014e+00,0.029111,0.0673
Group,OKS003,Synovial,28636,28.636000,8.993064e-01,6.543517e+02,0.051505,0.1191
Group,OKS003,Muscle,500769,500.769000,2.959756e-01,1.117225e+03,26.678776,61.6750
Group,OKS003,Adipose,288741,288.741000,7.178201e-02,7.177818e+00,1.181405,2.7311
Group,OKS003,Skin,104223,104.223000,2.208399e-02,1.758573e+00,0.105876,0.2448
Group,OKS003,TOTAL,1283138,1283.138000,,,43.257038,100.0000

Power,OKS003,Sources: 3,Power per source: 15.9 mW (avg),Total input: 47.8 mW,Total absorbed: 43.2570 mW,Absorption ratio: 90.47%

Section,Subject,Group,Mean Fluence Rate (mW/cm²),Dose @ 300s (J/cm²),Dose @ 600s (J/cm²),Dose @ 900s (J/cm²),Therapeutic Goal: (1-4 J/cm²)

----------------------------------------

Subject: OKS004

Section,Subject,Tissue,Label,Voxels,Vol (cm³),mua (mm^-1),Mean Fluence Rate (mW/cm²),Max Fluence Rate (mW/cm²),Absorbed Power (mW),% of Total Absorbed
Layer,OKS004,femur-bone,1,140860,140.860000,0.0130,7.308632e-01,1.368036e+03,13.383421,31.2599
Layer,OKS004,tibia-bone,2,96549,96.549000,0.0130,3.247474e-02,2.263918e+00,0.407602,0.9520
Layer,OKS004,fibula-bone,3,8555,8.555000,0.0130,2.630208e-03,7.617956e-02,0.002925,0.0068
Layer,OKS004,patella-bone,4,13376,13.376000,0.0130,7.558002e-02,1.142378e+00,0.131425,0.3070
Layer,OKS004,lm-men,5,1303,1.303000,0.0060,7.053221e-01,4.141157e+00,0.055142,0.1288
Layer,OKS004,mm-men,6,2027,2.027000,0.0060,1.026871e-01,7.539281e-01,0.012489,0.0292
Layer,OKS004,fc-cart,7,7483,7.483000,0.0050,2.262058e+00,5.885621e+02,0.846349,1.9768
Layer,OKS004,ltc-cart,8,841,0.841000,0.0050,1.263881e+00,3.409765e+00,0.053146,0.1241
Layer,OKS004,mtc-cart,9,467,0.467000,0.0050,6.424422e-02,2.661159e-01,0.001500,0.0035
Layer,OKS004,pat-cart,10,4735,4.735000,0.0050,6.858837e-02,6.126946e-01,0.016238,0.0379
Layer,OKS004,muscle,11,433601,433.601000,0.0180,3.384877e-01,4.382993e+02,26.418346,61.7058
Layer,OKS004,adipose,12,255753,255.753000,0.0057,8.913909e-02,1.004063e+01,1.299463,3.0352
Layer,OKS004,skin,13,92356,92.356000,0.0046,2.749742e-02,2.729642e+00,0.116819,0.2729
Layer,OKS004,synovial,14,24129,24.129000,0.0002,1.420756e+00,6.797498e+02,0.068563,0.1601

